x,y,value
12719000,2581400,8
12719600,2584000,12
12707800,2568400,13
12685000,2577200,24
12712200,2573200,36
12705800,2570800,20
12694200,2583200,39
12698800,2581400,28
12684800,2590800,1
12681600,2584000,3
12707000,2563400,22
12710000,2573000,9
12736200,2586000,2
12676600,2565400,18
12713000,2574800,4
12735000,2576000,4
12683800,2585600,34
12702000,2573400,2
12679800,2564200,19
12681200,2552600,20
12677400,2589000,2
12736000,2584400,4
12740600,2567800,9
12670200,2581200,5
12681400,2552000,18
12675600,2585200,3
12704000,2576000,17
12694600,2571600,21
12674400,2564400,12
12695600,2577200,6
12700400,2565000,16
12671600,2574800,3
12681800,2553200,20
12665000,2581600,15
12749000,2557000,3
12727000,2576800,8
12706800,2579800,1
12681400,2574400,15
12682400,2587400,26
12718400,2582000,13
12715200,2571600,11
12711600,2571800,18
12723200,2590200,3
12731000,2584400,14
12671200,2578400,3
12717000,2562600,5
12683800,2558600,10
12755400,2561200,2
12746200,2573800,2
12704200,2565800,31
12682000,2561000,1
12724400,2588800,7
12700800,2560000,39
12684600,2554600,9
12681800,2566200,6
12679600,2558600,5
12683000,2588600,2
12673800,2567400,15
12732400,2581200,1
12683400,2582800,4
12671400,2576200,21
12700000,2582400,20
12726400,2581800,3
12722400,2573600,2
12677800,2586600,3
12683200,2584000,1
12707000,2574800,3
12744800,2568000,2
12729200,2591200,2
12695200,2557800,4
12732600,2585200,27
12668800,2588200,4
12670800,2589200,1
12705800,2563000,10
12745400,2558000,1
12679000,2595400,1
12688400,2559000,3
12671600,2573400,10
12679600,2564400,32
12686600,2561600,20
12697400,2586000,12
12688200,2579800,7
12697800,2556200,1
12702400,2580000,8
12688200,2570400,22
12719200,2582800,6
12674800,2593600,1
12672800,2581200,26
12682600,2585400,1
12700400,2579800,17
12713600,2562600,9
12682600,2570000,5
12684400,2562400,2
12684200,2578400,10
12696200,2573000,27
12670800,2578800,11
12733200,2569600,11
12684200,2570200,6
12690200,2560000,12
12685800,2560600,18
12704600,2573800,11
12695200,2570200,36
12678000,2587000,2
12675200,2565800,22
12705400,2560800,47
12685600,2566000,18
12696800,2569200,13
12685200,2586400,3
12719200,2567400,13
12742200,2564000,7
12717800,2583600,15
12685000,2577400,31
12694200,2583000,21
12676600,2587200,6
12685200,2559800,9
12677200,2575600,1
12695800,2557600,17
12681200,2574000,16
12716000,2582800,12
12723400,2571200,1
12695400,2582600,2
12684600,2569400,1
12734600,2581000,4
12744000,2567000,33
12678200,2589400,33
12681000,2575000,1
12697600,2570000,9
12695000,2568600,1
12680200,2561800,23
12691800,2575400,17
12681200,2552400,9
12677400,2589200,3
12696000,2563800,25
12736000,2584200,10
12730600,2569200,5
12695400,2563400,32
12714800,2582600,8
12694600,2571400,19
12715000,2577000,12
12682200,2586200,17
12682800,2590000,5
12673400,2587200,35
12695000,2558200,16
12720200,2565400,1
12672800,2584600,4
12675000,2583400,15
12716400,2582600,6
12689000,2562800,24
12736600,2584800,5
12722800,2583400,17
12698200,2563600,21
12721600,2566400,10
12751800,2553400,1
12719200,2580600,23
12695600,2569000,46
12723200,2590000,14
12694600,2563000,4
12679000,2562400,9
12724400,2578000,7
12690600,2578600,23
12671200,2578600,24
12680600,2587800,3
12683800,2558000,18
12703600,2570600,13
12704400,2576600,3
12716200,2579600,34
12676800,2587000,7
12736800,2586600,5
12669000,2588200,1
12677800,2553400,1
12683000,2573200,46
12684600,2554400,6
12681800,2566000,5
12693000,2562400,15
12683200,2559800,3
12679600,2558400,12
12720400,2581400,19
12669400,2579800,27
12685200,2558600,15
12673800,2567600,26
12671400,2576400,28
12746000,2574200,2
12750400,2562000,1
12744800,2568200,4
12732600,2585000,11
12745400,2558200,1
12688000,2580400,5
12717000,2580200,18
12674200,2556000,1
12668600,2577600,20
12670200,2579800,7
12742600,2571400,6
12699800,2567600,1
12684200,2553800,4
12718400,2581400,43
12674600,2588400,10
12702200,2562000,30
12687800,2566000,33
12670000,2588600,2
12703200,2578800,7
12676000,2565000,39
12718600,2585000,2
12682400,2566200,14
12716800,2561800,27
12672800,2581000,5
12685800,2593600,5
12701800,2562800,21
12690600,2558400,30
12683800,2572400,3
12730800,2578400,17
12696000,2556600,1
12685600,2586000,4
12674000,2589000,17
12684200,2578600,28
12722000,2579400,5
12748800,2567000,14
12685800,2560000,6
12670200,2576000,28
12695200,2570000,40
12678000,2587600,3
12685600,2566200,4
12670600,2578000,2
12717800,2583400,14
12701400,2564000,16
12680600,2575000,3
12681000,2589600,24
12698800,2581000,5
12669600,2574800,2
12667400,2583200,3
12679800,2586800,5
12690800,2578200,5
12683600,2585600,16
12712200,2572800,1
12678600,2581000,10
12712600,2562400,7
12684600,2555200,9
12724800,2587000,12
12695400,2582800,16
12686600,2591200,5
12685400,2586800,24
12706800,2574800,27
12734600,2581200,9
12714600,2577800,10
12730000,2586800,7
12697200,2558200,32
12680200,2561600,19
12695400,2572000,40
12680600,2591800,1
12726000,2582200,11
12737000,2568800,1
12689400,2566600,1
12695400,2563600,9
12714800,2582800,13
12694600,2571200,47
12673400,2587000,26
12695000,2558000,12
12674000,2591600,43
12692800,2577400,9
12680600,2560200,18
12727800,2589200,2
12716400,2582400,16
12685400,2589000,10
12714800,2572000,6
12717200,2577800,4
12722800,2583200,7
12731400,2578800,7
12675400,2586000,4
12680600,2556800,4
12748200,2566600,27
12679000,2562600,23
12692200,2560200,42
12726600,2588400,2
12735000,2585600,4
12690600,2578000,23
12703800,2566400,22
12704400,2567600,15
12685400,2564000,17
12716200,2579400,14
12718800,2575800,2
12669800,2577000,9
12694600,2558400,8
12702800,2561800,12
12677800,2553200,2
12717800,2580600,19
12700800,2560400,25
12683600,2561800,6
12688200,2577400,4
12703800,2576000,5
12693000,2562600,23
12706000,2575800,4
12685200,2558000,9
12746000,2574000,4
12686800,2558200,13
12706800,2562600,40
12675400,2562600,1
12718400,2566200,1
12696800,2573800,2
12729400,2579800,10
12732600,2585600,8
12734400,2580400,4
12697800,2571200,12
12683800,2586400,1
12705400,2574600,14
12679600,2564000,15
12705000,2564200,28
12674600,2588600,24
12702200,2562600,21
12687800,2566200,3
12676000,2575600,37
12679600,2585800,9
12683800,2562400,7
12706400,2573000,9
12684800,2581600,30
12718600,2585600,18
12682400,2566000,7
12694200,2560400,11
12667400,2580200,7
12684200,2578000,50
12678000,2592600,2
12692200,2571200,8
12684200,2559200,3
12730000,2580000,15
12697800,2558000,23
12689200,2570200,6
12678400,2579400,2
12684400,2558000,21
12723600,2584400,5
12685600,2566400,18
12685200,2586800,19
12691800,2560000,14
12696000,2570400,6
12693600,2585800,1
12711400,2574600,6
12706600,2572400,3
12704400,2568400,11
12703600,2571200,8
12683600,2585000,17
12684000,2582400,2
12697200,2572000,7
12673400,2586000,37
12701800,2575400,19
12682200,2572800,1
12674200,2568000,16
12708400,2568600,23
12695000,2579400,3
12707800,2566000,1
12701400,2578400,3
12680400,2557000,48
12683200,2573800,13
12680200,2561400,6
12707000,2575600,4
12695400,2572600,32
12683000,2562000,23
12674000,2591000,1
12692800,2577600,5
12727800,2589000,1
12714800,2572600,8
12722800,2583000,10
12716400,2579400,31
12721600,2566000,10
12679000,2562000,30
12692200,2560000,24
12693200,2575200,20
12726600,2588600,15
12690600,2578200,8
12732400,2577200,2
12704400,2567000,28
12718600,2574200,4
12748800,2560800,4
12703600,2570200,27
12716200,2579200,8
12688200,2560800,1
12676400,2571400,5
12718800,2575600,3
12677800,2564200,24
12673800,2581600,37
12676200,2562800,3
12706400,2562000,10
12673200,2588000,5
12727400,2588800,1
12677800,2553000,1
12730000,2581200,6
12669200,2575400,6
12721400,2580000,8
12666000,2577200,9
12675400,2562000,6
12687800,2577600,13
12739400,2572400,14
12682800,2558800,17
12703800,2578000,6
12679600,2556600,10
12731400,2577000,1
12719000,2585600,1
12710200,2573600,15
12676000,2575800,23
12720200,2565000,24
12685800,2554400,5
12709400,2563200,30
12682000,2588400,9
12703400,2579600,20
12684800,2581400,4
12731600,2575800,4
12713400,2572400,10
12667400,2580000,31
12684800,2558400,1
12694000,2571800,42
12678600,2555600,1
12683800,2572000,7
12682200,2565000,23
12684200,2559400,3
12722000,2579800,6
12680600,2557000,20
12742600,2565400,3
12708200,2576800,2
12716000,2574600,3
12715000,2578800,1
12697200,2557200,4
12715400,2571800,10
12670600,2578400,8
12711400,2574400,5
12704400,2568600,16
12680600,2575400,8
12703600,2571400,5
12669800,2576800,5
12681600,2553200,5
12685200,2578000,1
12680200,2580000,6
12683600,2585200,2
12727400,2586600,1
12678400,2561400,7
12673400,2586200,11
12677400,2590800,4
12684400,2582800,5
12709200,2569600,21
12687000,2565800,9
12669200,2585600,20
12689800,2559800,32
12728000,2586600,2
12697400,2563400,50
12683000,2562200,3
12752400,2566800,6
12680000,2557600,2
12676600,2555400,1
12692400,2561400,38
12727200,2579800,1
12689800,2577400,13
12680800,2561600,16
12717600,2581800,5
12673600,2594200,1
12673200,2572600,11
12679600,2584000,5
12682400,2565800,7
12722400,2577400,4
12672600,2579600,14
12705800,2568800,39
12693200,2575000,14
12703600,2569200,38
12668400,2583200,3
12697000,2577200,6
12707200,2579200,11
12706400,2561600,17
12673800,2581800,26
12694800,2583800,10
12674800,2581800,11
12680200,2555800,7
12729000,2588000,2
12693400,2573000,21
12681400,2565000,6
12730000,2581000,1
12671600,2575600,22
12725000,2566600,3
12680600,2584400,1
12670000,2572200,2
12697000,2572200,20
12733000,2585400,2
12745000,2567200,13
12687800,2583600,18
12685000,2554200,14
12677400,2591600,29
12679800,2575600,1
12734400,2580000,1
12677200,2567600,7
12739400,2572200,16
12699600,2573400,19
12683200,2563200,2
12707800,2565800,10
12697200,2579200,10
12693200,2561000,24
12668800,2588400,13
12703800,2578200,7
12718800,2565400,1
12682000,2576800,6
12733200,2569000,14
12698000,2556600,1
12719000,2585400,17
12681200,2589600,24
12680000,2558400,2
12719000,2565400,5
12709400,2563000,18
12682000,2588200,2
12703400,2579400,14
12667400,2580600,8
12704400,2578000,13
12682200,2565200,4
12686800,2588400,1
12701000,2567200,1
12693000,2573400,10
12731800,2586200,7
12708400,2574400,14
12680600,2583600,10
12709800,2572400,16
12718000,2579200,30
12714600,2585800,5
12724000,2574000,8
12706600,2563200,27
12711400,2574200,1
12746200,2563800,24
12704000,2561800,10
12702000,2581200,5
12727400,2586400,2
12703600,2564000,32
12732400,2585000,8
12722800,2580600,20
12669200,2585000,41
12747000,2563800,6
12679000,2559400,2
12727600,2576800,20
12735600,2584800,17
12679400,2550400,2
12718800,2567400,1
12738000,2572000,13
12728000,2586400,2
12667400,2577000,3
12723000,2578800,5
12696600,2576800,6
12680000,2557000,15
12676600,2555600,2
12731000,2568600,18
12729200,2579400,22
12689800,2577600,13
12680800,2561800,13
12705000,2567800,15
12670000,2584200,36
12726200,2567400,31
12697600,2584600,4
12708200,2579000,1
12712000,2572000,41
12689400,2577000,6
12741000,2571200,8
12693200,2575600,2
12668400,2583000,12
12707200,2579400,28
12727800,2587200,13
12748600,2559600,1
12717800,2562800,15
12680200,2576000,1
12708200,2567400,1
12683000,2556000,12
12720800,2585200,11
12673600,2573200,2
12673400,2585600,21
12681400,2565600,17
12699800,2563400,2
12669200,2575800,6
12697600,2559600,19
12715800,2573000,8
12683200,2579400,2
12725200,2578000,5
12733000,2585200,7
12688000,2566000,10
12686400,2583000,15
12679000,2558800,3
12727400,2585600,4
12710600,2572800,4
12726800,2576800,5
12677200,2567400,13
12711800,2563400,1
12671800,2585000,5
12753400,2562600,1
12690600,2566800,7
12723200,2567000,6
12703800,2578400,36
12735800,2574000,2
12737600,2579200,8
12685200,2556400,14
12675600,2581800,2
12719000,2585200,28
12710200,2573200,14
12675200,2563000,1
12703400,2579200,7
12708800,2576800,2
12707200,2561200,39
12711000,2565400,7
12671400,2582400,5
12720000,2567800,1
12698800,2562600,13
12669000,2581600,4
12702400,2564800,7
12697400,2572600,11
12709800,2572600,14
12697800,2572400,39
12692600,2577200,1
12672200,2576400,8
12681200,2556400,4
12744400,2572000,5
12748400,2559400,4
12719600,2582200,25
12686400,2566400,1
12700800,2564000,4
12700200,2577800,2
12671600,2590400,6
12696600,2568400,14
12665400,2564200,4
12701200,2560000,22
12726200,2579200,10
12707000,2568000,36
12680800,2586600,26
12676200,2562000,5
12703200,2569400,40
12691600,2574000,39
12679400,2550600,2
12738000,2572200,7
12667400,2577200,8
12682600,2560400,38
12687400,2560800,10
12672200,2582000,27
12697200,2573200,22
12673800,2579200,9
12718400,2585200,12
12704800,2576800,11
12702600,2565800,4
12729200,2579600,7
12699400,2578000,4
12689800,2577000,3
12722000,2584800,13
12670000,2584000,5
12727000,2584400,1
12726600,2575000,1
12680000,2564600,32
12708200,2579200,3
12696400,2581600,24
12709400,2562800,14
12682000,2559600,38
12712000,2572200,30
12689400,2577200,17
12671800,2590000,6
12698200,2582000,12
12720000,2564200,11
12671400,2588600,11
12668400,2583600,3
12727800,2587400,7
12685600,2562000,18
12730600,2587800,11
12701200,2566400,2
12696000,2574000,32
12730600,2581800,12
12708000,2577400,11
12754400,2553400,3
12671800,2579600,3
12681200,2555600,1
12693600,2584400,49
12699800,2563600,1
12725000,2566200,14
12704000,2571000,46
12706200,2573400,2
12709200,2573400,25
12678600,2583200,4
12745000,2567600,2
12686400,2565600,39
12683800,2563400,20
12679800,2575200,21
12683400,2588000,3
12725200,2578600,3
12682600,2561800,15
12723200,2567200,2
12736200,2569600,7
12699400,2559400,13
12737600,2579000,2
12721800,2579400,6
12684400,2561000,5
12683800,2553600,12
12732000,2579600,10
12667400,2576800,5
12675200,2563200,3
12697200,2574800,18
12704400,2579800,6
12702800,2574200,1
12693800,2575200,12
12700200,2561800,2
12689200,2563400,6
12724400,2585800,5
12737800,2570800,5
12724000,2583600,1
12673200,2587200,44
12685400,2593200,1
12689400,2576800,3
12679600,2575400,10
12692600,2577000,24
12681200,2556200,1
12675400,2592800,3
12668400,2582800,1
12715400,2581200,13
12704600,2562200,6
12679800,2583800,7
12701200,2583400,5
12731800,2579800,10
12670800,2585400,2
12672600,2590400,2
12702800,2563200,44
12676600,2587000,4
12697600,2564600,1
12700800,2564200,17
12691600,2568200,4
12682800,2581800,13
12671600,2590200,13
12673400,2578200,21
12693600,2575400,43
12700200,2559600,41
12742800,2565800,1
12701200,2560200,28
12686400,2582800,20
12684800,2559200,10
12679000,2559000,8
12680000,2558000,6
12703200,2569600,29
12696000,2583000,3
12712800,2572200,2
12667400,2577400,6
12682600,2560200,14
12687400,2560600,32
12672200,2582200,28
12697200,2573400,2
12671800,2571400,5
12673200,2579800,8
12697800,2560000,24
12726000,2584800,5
12712000,2573800,30
12671200,2587800,25
12684800,2566000,2
12689200,2562800,21
12722000,2584600,12
12726600,2575200,15
12696200,2567600,33
12700000,2561600,6
12730200,2580600,9
12730600,2582200,2
12730800,2577600,4
12672000,2590400,8
12689400,2577400,13
12671800,2590200,4
12694000,2576800,2
12723000,2579800,1
12699800,2579000,25
12671400,2588000,12
12716000,2578200,14
12685600,2562200,9
12685000,2562800,3
12668600,2577000,9
12755200,2554200,6
12721000,2587000,2
12720800,2585600,2
12690000,2567400,24
12671800,2579800,1
12713800,2573000,28
12709400,2572400,6
12722600,2584200,43
12685200,2590200,8
12686400,2565400,24
12697600,2567800,16
12701800,2571200,41
12685600,2577800,14
12700000,2581000,5
12725400,2586400,1
12665200,2582800,4
12667800,2583400,2
12695800,2570000,22
12680400,2584200,10
12696800,2575200,40
12707000,2577000,3
12737600,2579600,1
12730000,2569000,1
12698000,2568400,3
12715600,2565200,7
12673400,2592800,1
12689800,2558400,4
12699400,2582600,7
12716400,2576000,16
12703600,2560800,43
12689200,2563200,26
12676200,2570800,12
12743600,2566800,7
12687600,2592200,11
12672600,2575200,10
12693200,2571400,20
12717000,2580000,17
12724000,2583800,4
12674000,2583800,8
12701000,2585000,1
12720600,2582800,15
12722400,2583400,14
12675400,2592600,5
12715400,2581000,27
12729200,2587600,1
12673000,2580000,6
12722000,2580600,26
12737000,2569200,7
12742800,2567800,2
12668000,2582400,1
12692400,2570800,2
12679000,2576800,1
12692800,2573600,30
12676200,2556400,1
12687800,2563000,8
12705200,2580400,1
12673200,2567600,10
12701200,2560400,11
12681000,2587400,24
12733200,2586200,18
12679000,2589600,18
12701800,2569800,14
12696800,2581000,26
12682600,2560000,22
12675000,2594000,4
12687400,2560400,27
12693000,2576800,29
12672200,2582400,3
12730400,2580800,7
12671800,2571600,20
12699400,2562800,7
12698400,2574400,19
12674600,2584400,5
12674000,2571800,23
12728000,2589800,3
12696200,2567400,16
12695200,2584000,25
12730600,2582400,6
12684000,2585600,12
12698200,2582400,24
12717400,2574400,1
12671400,2588200,30
12716000,2578000,12
12700600,2564400,3
12670600,2574800,8
12713800,2573200,28
12714400,2587000,10
12702600,2575400,17
12691800,2583000,5
12684200,2584600,7
12673400,2582000,22
12668800,2576000,5
12700600,2583200,8
12706200,2570000,7
12736000,2585800,5
12732000,2577800,18
12683000,2559600,30
12681600,2553000,5
12694600,2568200,24
12691600,2583800,29
12697400,2567800,17
12689600,2563000,24
12675800,2591400,18
12713200,2574800,10
12747400,2565800,2
12703600,2560600,34
12673600,2588400,10
12702800,2566600,3
12684000,2586200,3
12689200,2563000,29
12694000,2581600,5
12669800,2585800,7
12687600,2592400,1
12677000,2556800,3
12672600,2575000,15
12693200,2571200,9
12684800,2585000,3
12683400,2558600,21
12697200,2577000,14
12722600,2565000,2
12675400,2592400,8
12715400,2581600,6
12703400,2568400,17
12687200,2561000,5
12698600,2575000,8
12678400,2591800,6
12718400,2573200,11
12700200,2559200,28
12673200,2567400,10
12697600,2566000,7
12683400,2571000,2
12723200,2580800,9
12682400,2561000,35
12696000,2561400,28
12679000,2589400,39
12675200,2570000,6
12717600,2562800,50
12686000,2582600,4
12693400,2562800,16
12689200,2577200,46
12676400,2584800,7
12674600,2584600,5
12746400,2567400,1
12707200,2562400,12
12720000,2579200,11
12685800,2587200,1
12707600,2568800,23
12720000,2585200,2
12691800,2583800,2
12721800,2580200,7
12668000,2578000,4
12694600,2582800,7
12670800,2579400,6
12724400,2578800,4
12712800,2566800,1
12730200,2580200,8
12695200,2584200,20
12685200,2577200,34
12689200,2569200,1
12676000,2583800,3
12719200,2565600,4
12675200,2585600,8
12710600,2567400,8
12731000,2586200,8
12697800,2566600,12
12718600,2574000,2
12715200,2582800,6
12725400,2578000,2
12719000,2566200,1
12707000,2567600,9
12674000,2580000,32
12713800,2573400,44
12704600,2571200,9
12731600,2581200,6
12665800,2578000,9
12678400,2596400,1
12678200,2565000,22
12673800,2587200,27
12700200,2573600,4
12690400,2562400,22
12679200,2563400,30
12673400,2582200,41
12743400,2566800,1
12692400,2577000,8
12682200,2576000,6
12672600,2568000,11
12684400,2586200,4
12699600,2581000,2
12736400,2583600,10
12680600,2590600,3
12703000,2581200,7
12716400,2572400,25
12670200,2588200,8
12694600,2572800,18
12684200,2593800,1
12681600,2587600,4
12668600,2585000,8
12682200,2553600,9
12697400,2567600,44
12698000,2568800,22
12717600,2563200,16
12699200,2582800,10
12691000,2560800,4
12699400,2582200,7
12725800,2578200,9
12697000,2557200,4
12687000,2577800,35
12690800,2558400,1
12698600,2568000,19
12668200,2583000,4
12680000,2567400,7
12674200,2572000,12
12694800,2560000,8
12669000,2584800,21
12691200,2578600,14
12724600,2586600,11
12667600,2581000,5
12693200,2571000,29
12684400,2584400,4
12681400,2575400,14
12678800,2588000,4
12727800,2583000,7
12680200,2559400,8
12697800,2586000,11
12736600,2572800,1
12677400,2566000,26
12671000,2579000,23
12720800,2581400,41
12697800,2569400,4
12703800,2579400,10
12682800,2555800,28
12682400,2557800,43
12685200,2561600,16
12675800,2563800,13
12688000,2570200,3
12705000,2563000,27
12667200,2577000,22
12750200,2553000,2
12706000,2571200,1
12673000,2570400,5
12673200,2581200,3
12678400,2567400,11
12700400,2571200,23
12673200,2567200,11
12676000,2584800,2
12697600,2566600,23
12709600,2563600,9
12684800,2584400,3
12682400,2561600,1
12677200,2563800,38
12679000,2589200,48
12678000,2561800,2
12696800,2563800,4
12728200,2587200,1
12728200,2583000,11
12688200,2560200,12
12735800,2581200,5
12717200,2582800,13
12681400,2561600,19
12692400,2567400,36
12718200,2573200,1
12698000,2576800,2
12696600,2576400,28
12691800,2583600,18
12685200,2566200,41
12668000,2578200,6
12684400,2557400,14
12698800,2559200,43
12694000,2575000,43
12673600,2587400,38
12685200,2577000,29
12702400,2572000,2
12723800,2590400,8
12707800,2561600,15
12700600,2564800,11
12753800,2562000,16
12686200,2563800,32
12725600,2583200,1
12698800,2576400,8
12677000,2566600,13
12705600,2571400,8
12704600,2564000,2
12696800,2560400,9
12704200,2576000,25
12728800,2578800,35
12678200,2565200,15
12700200,2573400,12
12690400,2562600,36
12689600,2565800,10
12704200,2567000,28
12679200,2563600,29
12692400,2577200,19
12682200,2576200,8
12692800,2572800,31
12687200,2562800,4
12724800,2583200,6
12709000,2577000,1
12688200,2579000,19
12716400,2572600,16
12719600,2583000,11
12710600,2574200,9
12684200,2593600,1
12673200,2566400,14
12727200,2586600,9
12674200,2555400,3
12682200,2553800,4
12697400,2567400,31
12717600,2563000,45
12693200,2563600,8
12675800,2591000,3
12697000,2567800,32
12673600,2588000,10
12668200,2583200,1
12740000,2572000,1
12681000,2586800,1
12669200,2578600,28
12717600,2575000,3
12718200,2579000,24
12680000,2565200,50
12689800,2567000,9
12698600,2574200,21
12705200,2574000,4
12737000,2585000,3
12728200,2591200,14
12716200,2578800,14
12680200,2559600,8
12681800,2586600,5
12750800,2553600,1
12720000,2564800,27
12720200,2581600,21
12679400,2554600,4
12685000,2566600,12
12710600,2566400,1
12718200,2586400,1
12674400,2567200,22
12697800,2569600,8
12736000,2578400,5
12693400,2577800,11
12687200,2578600,8
12688000,2570000,1
12703800,2568000,31
12750200,2553200,9
12689800,2558800,7
12684200,2587800,6
12678600,2582400,10
12673000,2570600,1
12716200,2577000,14
12697600,2577600,3
12673200,2581000,2
12700400,2571000,27
12682000,2587200,8
12669000,2576000,44
12684800,2584600,16
12697200,2582200,17
12703400,2575200,17
12678800,2578000,1
12678000,2561600,7
12690800,2585000,3
12718800,2567600,3
12704000,2567800,45
12702600,2560800,2
12746800,2573400,1
12679400,2589600,12
12710800,2570200,1
12695200,2558600,30
12716000,2579400,11
12731200,2577600,1
12736000,2572200,10
12676400,2559600,1
12699200,2581000,1
12681800,2576400,16
12708800,2572200,13
12694000,2575200,36
12673600,2587600,27
12702800,2577200,8
12671600,2580800,3
12679800,2563800,24
12678000,2569200,6
12678800,2589800,31
12666200,2579600,1
12725600,2583400,1
12731600,2581600,12
12695400,2558800,11
12699200,2574000,18
12678000,2556000,2
12729200,2572400,2
12719600,2583600,19
12682600,2558400,31
12678400,2568400,1
12710600,2574000,18
12673200,2566600,25
12697400,2576000,35
12671600,2588400,6
12716800,2579800,34
12672600,2574400,4
12693200,2572600,15
12674600,2567000,38
12676800,2568600,8
12707200,2572400,6
12703600,2565600,2
12670800,2581400,8
12676400,2585600,6
12720800,2582200,31
12681400,2562600,14
12706800,2572200,1
12719000,2578000,8
12698600,2574400,30
12696600,2561200,42
12680200,2559000,4
12677600,2567600,5
12679400,2554000,8
12733400,2586800,7
12754800,2561200,28
12695200,2567400,1
12696600,2576200,1
12671800,2575400,9
12746600,2574200,3
12704000,2568200,41
12711800,2571200,9
12702200,2561400,1
12702200,2581200,29
12696600,2580000,45
12673800,2586800,4
12690000,2575200,7
12717400,2561600,17
12735800,2587400,7
12665000,2582800,13
12678400,2567000,4
12696600,2566600,22
12678600,2556800,18
12698400,2559400,19
12682000,2587000,30
12697400,2571200,24
12677200,2563400,12
12726600,2578600,1
12678400,2562800,23
12684600,2581400,18
12697600,2562200,2
12680200,2560000,13
12719600,2580800,9
12684400,2565000,6
12695200,2558800,7
12727400,2568000,2
12671000,2586200,1
12731200,2578400,2
12745600,2560200,4
12684800,2582800,12
12720200,2579000,1
12713400,2573800,29
12692400,2567000,3
12727400,2588000,26
12668800,2581400,3
12738800,2578800,2
12701800,2563800,1
12748200,2561600,1
12724200,2581800,13
12701600,2581000,7
12663000,2564200,1
12720400,2582800,18
12679600,2582400,7
12725800,2577000,4
12704200,2571000,20
12705200,2575800,17
12672600,2586400,1
12666200,2579400,1
12689800,2562000,14
12680800,2581600,20
12684400,2559200,5
12680200,2556600,3
12684800,2555200,4
12727800,2568200,9
12713800,2576600,10
12689600,2575000,1
12708600,2573800,14
12719800,2566600,19
12678000,2556200,3
12693600,2582400,6
12722600,2582800,16
12681600,2582000,46
12673600,2590800,5
12702000,2582800,1
12698800,2578200,12
12727600,2585200,1
12676600,2583000,1
12685200,2584600,6
12682800,2577800,26
12702600,2560600,14
12678400,2568600,4
12672400,2584200,19
12705600,2580800,2
12727200,2578400,3
12718200,2567000,2
12729400,2576800,3
12713200,2571600,2
12725000,2588000,2
12672400,2591000,3
12674000,2555200,2
12717400,2583600,14
12704000,2560000,22
12699400,2574800,15
12689200,2558800,4
12670800,2581600,23
12684800,2562000,11
12729400,2577800,14
12686000,2559200,24
12676400,2585400,6
12702800,2574400,19
12692000,2585800,6
12681800,2565200,19
12691200,2561200,4
12700400,2564200,34
12681400,2562400,4
12687600,2564200,1
12697000,2564400,4
12728600,2590800,4
12732800,2568800,5
12680400,2565600,29
12703000,2569200,12
12705200,2574400,7
12676200,2574000,14
12696600,2561400,32
12707400,2577800,8
12733400,2586600,6
12702000,2572400,3
12670400,2572000,3
12671800,2575600,10
12702800,2563000,25
12702200,2561200,9
12722600,2588800,14
12715200,2572800,7
12680000,2582800,24
12687200,2591200,2
12678600,2582800,6
12696200,2563400,19
12745800,2559000,1
12730800,2579000,1
12665000,2582600,28
12699600,2572800,5
12739000,2572000,28
12678600,2556600,2
12731600,2569200,13
12678600,2563800,31
12697200,2574200,7
12674400,2568200,33
12712200,2562800,1
12725400,2587400,11
12714000,2577200,4
12680400,2580800,24
12680200,2560200,3
12716600,2583200,17
12708600,2578600,2
12677200,2565600,16
12714400,2576800,15
12684400,2565200,12
12680600,2586600,47
12679200,2585200,16
12721200,2581400,8
12678000,2563600,18
12676400,2559200,2
12713000,2572000,12
12703400,2561200,19
12668800,2581600,4
12696600,2579200,7
12697000,2576600,21
12690400,2577800,12
12694000,2585000,13
12667600,2585400,9
12724400,2578400,34
12683400,2581400,20
12682000,2574400,14
12672600,2586600,7
12701000,2570400,1
12680800,2581400,5
12684400,2559000,3
12681800,2587800,8
12679400,2555800,15
12704400,2572600,24
12680000,2575600,2
12711000,2571600,10
12696800,2562000,2
12675800,2572400,15
12735400,2585400,3
12729600,2572800,1
12676600,2583600,21
12719200,2583000,12
12703200,2565600,9
12727200,2578600,7
12696200,2572800,31
12708000,2561600,21
12713200,2571800,7
12706000,2563800,3
12717400,2583400,34
12680200,2567800,1
12704000,2560200,21
12705400,2563000,28
12684800,2562200,6
12673000,2584600,18
12716200,2585400,13
12708200,2560800,13
12685800,2558400,15
12720800,2582600,29
12679400,2553200,7
12677600,2595400,20
12721800,2584400,10
12707600,2572800,4
12681800,2565000,17
12671600,2576600,39
12666600,2580200,6
12695200,2580000,4
12723200,2582800,13
12724000,2583000,33
12692400,2583000,6
12729800,2577800,3
12696600,2561600,15
12727400,2589800,12
12700600,2560600,36
12695200,2567800,37
12683600,2565800,6
12691200,2577800,5
12725000,2567800,13
12713800,2577200,4
12702600,2571600,26
12693400,2560400,7
12702200,2561000,5
12746400,2563400,8
12715000,2576800,1
12727200,2589400,1
12665000,2579600,5
12707800,2577800,1
12745800,2559600,4
12665000,2582400,8
12714400,2575000,1
12709000,2572200,3
12739000,2572600,6
12721200,2582400,42
12689000,2563000,35
12722600,2583000,24
12681000,2587200,18
12735200,2586800,12
12698800,2558400,8
12698000,2557800,9
